Tmin,Tmax,T,RH,U,Rain
3.1,10.5,7.748958333333334,84.88541666666667,0.09375,0.0
0.4,11.1,5.767708333333334,88.47916666666667,5.166666666666667,1.0
3.7,10.1,7.622916666666666,90.51041666666669,0.6875,0.0
7.4,10.7,9.142708333333331,88.38541666666667,2.875,0.0
0.8,7.2,2.717708333333333,93.95833333333331,1.1666666666666667,0.0
-1.9,12.8,5.191666666666666,88.07291666666667,3.1979166666666665,0.0
4.5,11.5,7.6833333333333345,87.39583333333333,0.0208333333333333,0.0
3.7,13.0,8.082291666666668,90.08333333333331,0.3645833333333333,0.0
7.9,13.3,10.477083333333333,83.11458333333333,8.46875,1.0
4.3,9.9,8.110416666666666,87.70833333333333,5.864583333333333,1.0
1.3,9.7,5.371875,81.28125,0.5520833333333334,0.0
-2.9,9.4,2.79375,85.53125,0.3020833333333333,0.0
-1.9,9.6,3.325,86.51041666666667,3.9791666666666665,1.0
6.3,12.2,9.398958333333333,80.94791666666667,17.333333333333332,0.0
7.2,13.4,10.439583333333331,80.80208333333333,10.479166666666666,0.0
9.1,13.2,10.560416666666669,84.88541666666667,15.625,0.0
5.5,10.7,8.347916666666668,87.64583333333333,6.375,1.0
2.1,10.1,6.083333333333333,80.94791666666667,2.28125,1.0
1.6,8.7,5.53125,65.90625,3.1875,0.0
-2.9,5.7,1.965625,75.75,0.71875,0.0
2.1,8.2,5.59375,82.42708333333333,1.9791666666666667,0.0
6.7,12.9,8.894791666666666,88.63541666666667,3.40625,1.0
8.1,13.0,11.432291666666666,86.33333333333333,5.333333333333333,1.0
8.1,13.0,10.164583333333333,86.92708333333333,7.541666666666667,0.0
6.6,12.2,9.53125,87.88541666666667,7.666666666666667,0.0
4.8,11.6,7.83125,91.30208333333331,1.6458333333333333,1.0
2.0,10.3,6.095833333333334,92.04166666666669,2.0,1.0
5.2,12.8,9.009375,86.48958333333333,7.0,1.0
6.8,12.9,9.378125,82.72916666666667,1.5833333333333333,0.0
8.4,14.3,11.111458333333331,92.3125,0.875,1.0
9.4,17.3,12.598958333333334,89.61458333333333,1.0520833333333333,1.0
7.0,16.6,11.903124999999998,89.69791666666667,5.09375,1.0
8.3,21.3,14.110416666666666,82.16666666666667,1.8229166666666667,0.0
9.6,20.1,14.166666666666666,75.875,1.375,0.0
5.3,14.5,10.409375,75.15625,10.416666666666666,1.0
3.1,10.3,6.172916666666666,76.9375,1.5416666666666667,0.0
0.0,11.3,6.338541666666667,78.97916666666667,9.114583333333334,0.0
8.2,12.8,10.167708333333332,80.64583333333333,13.78125,0.0
5.7,14.2,9.95625,82.17708333333333,5.5625,0.0
5.6,14.6,10.480208333333332,85.53125,8.177083333333334,1.0
9.6,15.0,13.009375,85.19791666666667,8.34375,0.0
8.7,13.1,11.637499999999998,84.13541666666667,12.010416666666666,1.0
5.5,12.5,9.126041666666667,82.875,1.6875,0.0
5.1,17.0,10.485416666666666,77.51041666666667,6.302083333333333,0.0
6.0,14.7,10.394791666666666,80.52083333333333,2.1354166666666665,0.0
3.3,15.4,9.3625,79.44791666666667,9.03125,1.0
9.7,14.5,12.185416666666669,84.8125,18.39583333333333,0.0
7.7,13.3,10.653125,88.03125,9.791666666666666,1.0
4.4,12.3,8.397916666666667,77.59375,4.708333333333333,1.0
5.0,13.1,8.345833333333333,79.51041666666667,6.052083333333333,0.0
1.9,17.8,9.170833333333333,70.65625,2.770833333333333,0.0
4.9,12.0,8.446315789473683,85.07368421052631,2.6210526315789475,0.0
1.5,15.7,8.411458333333334,79.94791666666667,1.0833333333333333,1.0
3.3,17.1,9.158333333333331,83.47916666666667,1.4895833333333333,0.0
1.3,17.2,8.710416666666665,82.40625,1.65625,0.0
6.6,13.5,9.79375,81.84375,12.5,1.0
6.4,9.4,7.435416666666666,86.65625,13.635416666666666,1.0
5.6,13.1,9.09375,88.60416666666667,12.6875,1.0
7.1,15.3,10.667708333333332,86.59375,3.583333333333333,1.0
6.6,14.5,10.683333333333332,77.34375,6.28125,1.0
5.3,11.4,8.625,81.08333333333333,19.75,1.0
4.8,11.2,6.217894736842106,90.45263157894736,7.073684210526316,1.0
4.8,13.4,8.675,93.17708333333331,5.28125,1.0
7.5,13.3,10.401041666666666,87.22916666666667,12.40625,1.0
4.1,8.4,6.380208333333333,86.96875,15.697916666666666,1.0
4.6,11.6,8.008333333333333,80.29166666666667,10.260416666666666,0.0
7.2,14.2,10.317708333333334,83.08333333333333,5.916666666666667,1.0
7.6,11.4,9.136458333333334,83.36458333333333,14.104166666666666,1.0
7.7,15.3,10.903124999999998,81.77083333333333,7.0625,1.0
7.8,16.5,11.476041666666667,83.07291666666667,1.3333333333333333,0.0
7.9,14.3,11.140625,89.125,3.0729166666666665,1.0
6.9,13.3,10.108333333333334,73.45833333333333,3.6354166666666665,1.0
3.7,12.9,8.559375000000001,72.65625,3.583333333333333,0.0
2.6,14.7,9.817708333333334,79.03125,15.041666666666666,0.0
10.0,14.5,11.435416666666669,87.08333333333333,10.583333333333334,1.0
10.4,13.8,12.107291666666669,84.76041666666667,4.239583333333333,0.0
6.8,20.5,13.922916666666666,75.375,1.4895833333333333,0.0
10.8,20.0,14.35625,59.645833333333336,11.78125,0.0
9.8,18.5,13.314583333333331,61.739583333333336,14.072916666666666,0.0
9.5,17.9,12.909375000000002,71.39583333333333,10.958333333333334,0.0
8.7,18.5,13.054166666666667,71.29166666666667,6.604166666666667,0.0
9.4,16.6,12.352083333333336,77.64583333333333,8.395833333333334,0.0
8.0,17.0,11.480208333333332,70.54166666666667,10.104166666666666,0.0
6.6,15.6,10.484375,53.69791666666666,9.34375,0.0
3.3,9.5,6.825,76.92708333333333,5.489583333333333,0.0
2.0,14.8,8.560416666666667,66.44791666666667,3.6458333333333335,0.0
6.6,17.2,12.038541666666667,57.864583333333336,3.8541666666666665,0.0
4.2,14.5,9.614583333333334,71.48958333333333,10.145833333333334,0.0
2.3,6.8,4.175,81.03125,6.916666666666667,1.0
3.0,16.3,8.885416666666666,76.51041666666667,4.3125,0.0
6.8,13.6,11.065625000000002,74.13541666666667,13.6875,0.0
5.0,14.3,10.015625,73.54166666666667,3.9270833333333335,0.0
5.9,15.1,10.417708333333332,62.60416666666666,8.333333333333334,0.0
3.0,19.5,11.711458333333336,61.489583333333336,8.010416666666666,0.0
10.9,19.9,14.676041666666665,54.03125,17.572916666666668,0.0
11.7,18.2,14.326041666666669,51.208333333333336,13.21875,0.0
11.7,18.7,14.584375,55.72916666666666,13.489583333333334,1.0
11.8,20.6,15.019791666666665,66.09375,9.291666666666666,0.0
8.1,22.8,16.019791666666666,46.989583333333336,6.15625,0.0
11.0,24.0,16.756249999999998,48.97916666666666,6.90625,0.0
10.8,21.3,15.460416666666664,70.11458333333333,9.3125,0.0
10.9,20.0,14.909375,73.8125,7.760416666666667,0.0
10.7,16.4,13.273958333333336,78.85416666666667,8.71875,1.0
8.6,23.5,15.486458333333331,66.46875,1.6979166666666667,1.0
12.5,20.2,15.666666666666666,62.78125,18.17708333333333,0.0
12.7,19.3,15.554166666666664,73.71875,16.09375,0.0
13.9,17.8,15.559375,81.95833333333333,15.729166666666666,0.0
13.6,20.5,16.628125,79.1875,7.1875,0.0
13.3,17.3,14.860416666666667,90.10416666666669,2.177083333333333,1.0
12.6,16.1,14.267708333333337,93.34375,2.4375,1.0
12.7,17.0,14.082105263157896,94.27368421052633,3.0,1.0
12.5,15.3,13.509375,93.05208333333331,5.010416666666667,1.0
11.4,16.2,13.869791666666666,90.34375,2.9166666666666665,0.0
8.7,23.7,16.219791666666666,77.34375,3.7916666666666665,0.0
13.4,24.1,18.190625,67.45833333333333,4.541666666666667,0.0
14.0,21.0,16.427083333333332,82.1875,3.364583333333333,0.0
12.9,19.2,14.887234042553192,88.84042553191489,3.351063829787234,1.0
10.4,17.2,13.590625,82.10416666666667,5.3125,1.0
9.6,21.1,15.591666666666669,67.83333333333333,2.21875,0.0
12.1,19.5,14.579166666666667,78.44791666666667,4.895833333333333,1.0
11.7,18.6,14.864583333333334,89.04166666666667,7.510416666666667,1.0
14.3,20.5,17.109375,86.80208333333333,9.260416666666666,1.0
13.3,24.4,18.8625,76.8125,2.3854166666666665,0.0
13.6,26.4,20.24791666666667,71.52083333333333,11.072916666666666,0.0
16.8,25.5,20.521875,65.75,3.78125,0.0
13.6,25.9,20.20833333333333,63.375,2.1875,0.0
12.7,25.8,19.45,66.92708333333333,8.833333333333334,0.0
15.9,24.2,19.49270833333333,71.95833333333333,14.572916666666666,0.0
15.6,21.6,17.984375,79.89583333333333,17.041666666666668,0.0
13.6,17.2,15.6,88.91666666666667,10.78125,1.0
10.6,15.3,13.178125,90.02083333333333,16.739583333333332,1.0
9.0,14.0,11.658333333333331,87.77083333333333,3.083333333333333,1.0
11.6,17.5,14.63125,86.53125,4.677083333333333,1.0
12.1,18.0,14.339583333333332,91.0625,1.5208333333333333,1.0
12.8,17.8,15.020833333333334,87.57291666666667,5.364583333333333,1.0
11.7,20.2,15.894791666666665,76.17708333333333,6.510416666666667,0.0
11.8,21.6,16.775000000000002,64.90625,8.479166666666666,0.0
12.1,23.4,17.869791666666668,64.65625,6.604166666666667,0.0
13.4,25.4,19.497916666666665,66.47916666666667,7.947916666666667,0.0
13.0,27.8,21.05208333333333,57.26041666666666,3.0729166666666665,0.0
16.0,28.3,21.43645833333333,70.15625,3.4791666666666665,0.0
15.9,28.1,22.863541666666663,74.71875,2.864583333333333,0.0
12.3,20.2,16.372916666666665,79.5625,6.083333333333333,0.0
10.1,22.7,16.571875000000002,66.28125,2.1875,0.0
10.9,26.0,19.147916666666667,58.84375,2.0416666666666665,0.0
14.8,27.4,20.7125,63.239583333333336,4.708333333333333,0.0
13.8,27.7,21.0,63.97916666666666,6.395833333333333,0.0
15.7,29.1,22.22395833333333,62.94791666666666,5.041666666666667,0.0
15.0,29.0,22.309375,60.677083333333336,5.15625,0.0
16.7,27.0,21.341666666666665,68.15625,9.604166666666666,0.0
16.8,25.3,20.651041666666668,73.21875,11.479166666666666,0.0
17.4,23.0,19.836458333333336,81.14583333333333,8.708333333333334,1.0
15.8,27.8,21.5625,71.55208333333333,1.65625,1.0
15.5,24.2,19.929166666666667,76.77083333333333,5.3125,0.0
14.2,20.0,16.477083333333333,80.70833333333333,11.875,1.0
11.2,15.5,12.66875,90.85416666666669,5.84375,1.0
9.9,23.4,16.161458333333332,74.625,8.46875,0.0
12.7,19.5,16.688541666666666,61.677083333333336,8.34375,0.0
9.2,23.6,17.059375,59.5,1.90625,0.0
13.9,25.1,18.440625,65.10416666666667,5.239583333333333,0.0
10.4,16.7,14.029166666666669,81.8125,8.739583333333334,1.0
10.2,16.8,12.613541666666668,80.95833333333333,6.364583333333333,1.0
7.8,19.9,14.715625,66.46875,4.802083333333333,0.0
9.9,25.8,18.44270833333333,58.72916666666666,11.0,0.0
13.7,18.9,15.73125,84.75,3.8854166666666665,1.0
13.5,18.4,15.728125,82.44791666666667,5.083333333333333,1.0
10.5,25.3,18.741666666666664,66.14583333333333,1.7916666666666667,0.0
12.9,30.8,22.815625,53.427083333333336,2.177083333333333,0.0
19.1,31.6,24.859375,50.208333333333336,11.697916666666666,0.0
17.1,28.4,22.120833333333334,69.86458333333333,3.8229166666666665,1.0
16.4,21.5,18.61145833333333,84.57291666666667,3.53125,1.0
15.4,17.9,16.171875,92.0625,5.927083333333333,1.0
14.5,25.1,19.454166666666666,73.0625,2.583333333333333,0.0
16.0,31.1,23.971875,61.427083333333336,8.208333333333334,0.0
20.7,28.7,24.260416666666668,60.020833333333336,15.895833333333334,0.0
18.2,32.4,25.070833333333336,61.22916666666666,12.552083333333334,0.0
23.8,35.3,29.261458333333337,42.833333333333336,20.84375,0.0
21.7,38.4,30.8875,41.739583333333336,9.40625,0.0
19.6,32.9,25.88020833333334,64.80208333333333,4.53125,0.0
20.0,39.2,29.29583333333333,63.69791666666666,4.489583333333333,0.0
17.9,33.4,24.160416666666663,75.08333333333333,3.8958333333333335,0.0
18.7,24.6,21.176041666666663,84.53125,6.770833333333333,0.0
17.9,26.6,22.13125,77.54166666666667,4.78125,0.0
20.3,31.8,25.56354166666667,69.70833333333333,3.208333333333333,0.0
18.4,35.4,27.834375,52.85416666666666,4.458333333333333,0.0
22.2,35.2,28.73333333333333,53.333333333333336,6.625,0.0
21.9,33.5,27.297916666666666,65.5625,6.145833333333333,0.0
19.9,31.1,25.15520833333333,64.30208333333333,6.21875,0.0
20.3,29.8,24.118749999999995,73.25,4.96875,1.0
18.0,21.5,19.933333333333334,86.13541666666667,7.364583333333333,1.0
17.3,29.6,22.730208333333337,65.67708333333333,7.46875,0.0
17.6,30.7,24.820833333333336,60.375,5.947916666666667,0.0
18.7,30.6,24.682291666666668,52.15625,6.1875,0.0
19.5,30.5,24.667708333333334,61.770833333333336,5.0625,0.0
19.1,29.8,24.41145833333333,51.375,7.197916666666667,0.0
16.3,28.7,23.02916666666667,46.97916666666666,5.583333333333333,0.0
16.0,30.4,23.84583333333333,47.083333333333336,4.0,0.0
18.7,29.3,24.118749999999995,56.364583333333336,7.645833333333333,0.0
18.2,26.6,21.71770833333333,61.57291666666666,6.854166666666667,0.0
16.7,31.7,24.37291666666667,57.427083333333336,4.083333333333333,0.0
21.4,28.8,24.75208333333333,73.125,6.760416666666667,0.0
19.6,31.7,25.59166666666667,70.53125,3.71875,1.0
22.0,36.5,29.644791666666663,56.333333333333336,5.239583333333333,0.0
25.2,37.3,30.38020833333333,49.21875,12.958333333333334,0.0
22.6,36.8,29.738541666666663,51.927083333333336,8.40625,0.0
24.8,34.6,28.77083333333333,55.520833333333336,14.96875,0.0
19.5,25.3,22.91875,78.45833333333333,5.541666666666667,1.0
15.8,19.5,17.823958333333334,93.71875,7.229166666666667,1.0
15.0,24.8,19.76875,69.41666666666667,9.260416666666666,0.0
14.5,31.2,22.8375,59.84375,4.916666666666667,0.0
18.0,23.0,19.844791666666666,70.14583333333333,8.645833333333334,0.0
13.9,25.9,20.148958333333336,60.395833333333336,2.90625,0.0
15.4,26.8,20.011458333333334,69.67708333333333,4.416666666666667,1.0
17.1,28.9,22.88020833333333,68.03125,3.7604166666666665,0.0
17.3,32.9,25.365625,54.427083333333336,1.6145833333333333,0.0
18.6,33.5,25.67708333333333,59.645833333333336,4.145833333333333,0.0
19.2,30.4,24.3375,68.03125,4.75,0.0
20.0,30.5,25.44270833333333,68.01041666666667,3.1979166666666665,0.0
19.7,27.8,23.72395833333333,71.40625,2.9791666666666665,1.0
21.5,35.4,28.069791666666664,58.125,3.25,0.0
18.3,34.4,27.069791666666664,71.53125,8.302083333333334,1.0
18.5,26.6,22.23333333333333,75.61458333333333,2.927083333333333,1.0
17.0,21.8,19.369791666666668,80.27083333333333,4.90625,1.0
15.9,21.6,18.103125,80.48958333333333,6.427083333333333,1.0
14.1,22.5,18.0125,67.71875,4.541666666666667,0.0
12.9,26.9,20.535416666666663,58.1875,3.6145833333333335,0.0
17.2,23.6,20.67083333333333,69.79166666666667,6.447916666666667,0.0
13.9,29.5,21.727083333333336,63.54166666666666,1.6145833333333333,0.0
17.3,31.5,24.253125,61.46875,3.145833333333333,0.0
20.0,30.4,25.17395833333333,73.72916666666667,9.427083333333334,0.0
15.9,23.2,19.496875,69.42708333333333,3.9375,1.0
14.3,22.9,17.494791666666668,84.1875,1.6354166666666667,1.0
13.2,26.6,19.93645833333333,68.55208333333333,1.3854166666666667,0.0
13.9,27.7,21.194791666666667,58.989583333333336,3.0,0.0
14.8,32.4,23.659375,58.739583333333336,1.7291666666666667,0.0
18.0,33.9,25.922916666666666,57.32291666666666,3.0,0.0
19.3,31.2,24.041666666666668,71.52083333333333,2.364583333333333,0.0
18.8,32.9,25.546875,61.302083333333336,4.71875,0.0
19.5,27.2,22.62708333333333,82.14583333333333,2.78125,1.0
18.5,28.5,22.56458333333333,81.16666666666667,1.75,0.0
18.3,30.9,24.36458333333333,71.66666666666667,1.5208333333333333,0.0
19.6,33.4,26.089583333333334,63.958333333333336,1.2916666666666667,0.0
19.4,31.6,24.730208333333337,72.1875,4.114583333333333,1.0
17.3,22.0,19.76770833333333,75.03125,5.020833333333333,1.0
16.3,24.4,19.745833333333334,61.97916666666666,6.458333333333333,0.0
13.1,27.6,20.15520833333333,51.427083333333336,3.3125,0.0
12.8,27.8,20.521875,55.76041666666666,5.96875,0.0
13.9,21.2,17.204166666666666,70.16666666666667,7.833333333333333,1.0
11.8,22.1,16.8875,57.208333333333336,4.864583333333333,0.0
11.3,23.2,17.517708333333335,61.69791666666666,5.75,0.0
13.5,21.9,17.670833333333334,63.19791666666666,5.947916666666667,0.0
9.7,22.4,16.902083333333334,57.71875,2.2916666666666665,0.0
13.1,17.1,14.423958333333331,85.48958333333333,3.84375,1.0
12.3,25.0,17.916666666666668,65.88541666666667,4.447916666666667,0.0
12.7,27.7,19.938541666666666,58.375,2.5729166666666665,0.0
13.2,29.5,21.698958333333337,59.22916666666666,3.6666666666666665,0.0
16.8,29.5,22.70208333333333,59.552083333333336,3.8958333333333335,0.0
17.6,28.9,23.369791666666668,54.177083333333336,6.78125,0.0
16.4,30.3,23.203125,60.90625,1.1666666666666667,0.0
18.6,31.5,24.84583333333333,62.739583333333336,1.3333333333333333,0.0
20.5,27.8,23.76458333333333,70.47916666666667,4.770833333333333,0.0
17.0,28.1,21.691666666666663,68.875,2.78125,0.0
18.1,26.3,21.575,68.80208333333333,17.5625,0.0
19.0,24.5,21.136458333333334,79.66666666666667,20.92708333333333,0.0
14.1,20.6,17.707291666666666,86.73958333333333,7.927083333333333,1.0
11.5,24.2,17.517708333333335,74.96875,1.15625,1.0
14.2,25.0,19.296875,70.4375,3.78125,1.0
14.9,21.0,17.279166666666665,80.875,8.0625,1.0
16.0,24.2,19.66875,71.82291666666667,2.7916666666666665,0.0
12.9,25.4,18.4875,76.77083333333333,2.125,0.0
15.6,23.5,19.016666666666666,71.45833333333333,0.0,0.0
12.9,30.0,20.994791666666668,64.5,3.083333333333333,0.0
16.8,25.3,20.87395833333333,74.625,1.6354166666666667,0.0
14.7,26.7,19.34583333333333,74.625,5.958333333333333,0.0
14.7,20.6,17.270833333333332,76.36458333333333,8.59375,0.0
12.7,21.1,16.298958333333335,74.15625,3.0416666666666665,0.0
11.3,19.4,15.771875,82.04166666666667,4.802083333333333,0.0
12.6,21.3,16.709374999999998,74.80208333333333,3.5,0.0
13.3,19.8,16.96666666666667,73.91666666666667,7.8125,0.0
11.4,20.5,15.88125,68.3125,4.177083333333333,0.0
11.4,26.9,19.10625,58.927083333333336,2.989583333333333,0.0
12.6,19.1,15.347916666666668,86.61458333333333,5.0,1.0
11.0,20.4,14.98125,76.44791666666667,1.5416666666666667,1.0
8.4,24.0,16.452083333333334,73.48958333333333,9.989583333333334,0.0
17.9,24.4,20.37604166666667,80.65625,18.416666666666668,0.0
18.8,24.6,20.711458333333333,80.39583333333333,20.64583333333333,0.0
13.7,22.1,19.34583333333333,82.46875,18.92708333333333,1.0
10.6,17.4,13.508791208791209,76.83516483516483,8.692307692307692,1.0
7.8,20.6,14.451041666666669,72.38541666666667,6.479166666666667,0.0
12.4,20.1,15.652083333333332,79.9375,4.989583333333333,0.0
12.6,17.2,14.623958333333334,85.875,1.9479166666666667,0.0
12.2,22.3,16.516666666666666,81.5625,2.1875,0.0
10.7,18.2,14.917708333333332,85.39583333333333,4.46875,1.0
9.0,17.1,12.044791666666669,82.67708333333333,1.1979166666666667,0.0
8.3,12.2,10.463541666666666,92.59375,0.5520833333333334,1.0
10.8,18.8,14.403125000000005,88.35416666666667,5.989583333333333,1.0
11.8,16.6,13.639583333333334,87.80208333333333,3.7916666666666665,1.0
10.4,19.9,13.960416666666664,85.85416666666667,1.4895833333333333,0.0
7.7,21.5,15.111458333333331,82.29166666666667,9.052083333333334,1.0
10.5,21.0,14.990816326530611,82.15306122448979,5.979591836734694,1.0
13.2,19.2,15.882291666666664,89.44791666666667,1.75,0.0
11.0,23.3,16.152083333333334,81.63541666666667,1.2708333333333333,1.0
13.1,18.9,15.530208333333334,87.97916666666667,0.59375,0.0
12.1,18.8,15.294791666666669,88.46875,5.260416666666667,1.0
10.8,18.5,14.303125,94.70833333333331,1.59375,1.0
13.0,15.7,14.387499999999998,94.89583333333331,2.1354166666666665,1.0
10.9,13.9,12.261458333333332,87.26041666666667,13.4375,1.0
10.2,16.2,12.189583333333331,91.71875,3.6770833333333335,1.0
8.4,11.3,9.886315789473686,87.66315789473684,9.273684210526316,1.0
8.7,13.0,10.514583333333334,89.66666666666667,7.802083333333333,1.0
6.2,10.6,8.408333333333333,90.77083333333331,4.375,1.0
5.1,9.4,7.048958333333332,87.16666666666667,9.739583333333334,1.0
4.8,12.1,8.778125000000001,85.79166666666667,4.34375,1.0
3.7,9.8,7.1125,86.02083333333333,6.78125,1.0
2.2,12.2,6.777083333333333,86.6875,3.8958333333333335,1.0
6.2,12.3,8.918750000000001,88.02083333333333,7.84375,1.0
6.4,11.4,8.590625,85.77083333333333,3.625,1.0
3.7,7.7,5.727083333333333,89.47916666666667,2.4375,1.0
2.0,9.2,4.477083333333334,91.80208333333331,2.0625,1.0
2.3,9.5,5.383333333333334,88.26041666666667,6.5625,1.0
5.9,9.8,7.462500000000001,89.33333333333333,3.5729166666666665,1.0
3.9,7.6,5.710416666666667,85.76041666666667,3.9583333333333335,1.0
1.5,9.5,5.317708333333333,80.59375,2.5,0.0
-1.9,11.1,5.167708333333333,85.79166666666667,5.03125,1.0
0.9,13.5,6.163541666666667,83.19791666666667,1.3541666666666667,0.0
1.1,14.2,9.621875,80.71875,14.989583333333334,0.0
6.3,13.5,9.78125,87.82291666666667,9.0625,1.0
5.9,12.1,8.769791666666666,87.54166666666667,6.677083333333333,1.0
5.1,14.8,9.339583333333334,91.5625,0.8958333333333334,1.0
6.7,15.5,11.383333333333336,86.55208333333333,6.770833333333333,0.0
8.7,15.6,12.14375,79.48958333333333,3.9270833333333335,1.0
9.3,13.7,11.065625000000002,88.44791666666667,3.75,1.0
7.2,15.4,11.254166666666668,88.20833333333333,4.020833333333333,0.0
4.4,12.9,8.911458333333334,88.30208333333333,6.135416666666667,1.0
4.4,8.6,6.894791666666666,95.89583333333331,0.9166666666666666,0.0
3.5,8.0,6.011458333333333,93.88541666666669,3.0416666666666665,1.0
0.6,3.4,1.8197916666666665,95.61458333333331,1.4791666666666667,1.0
1.0,10.6,5.716666666666666,89.29166666666667,2.125,0.0
6.1,12.2,8.643749999999999,84.29166666666667,0.9270833333333334,0.0
2.4,8.0,4.639583333333333,95.66666666666669,0.59375,0.0
1.5,12.7,7.641666666666666,91.69791666666669,0.6458333333333334,1.0
7.3,16.5,11.05,86.78125,4.875,1.0
7.5,11.6,9.689583333333331,84.82291666666667,15.885416666666666,1.0
3.5,10.2,6.1000000000000005,86.60416666666667,1.9583333333333333,0.0
3.1,8.4,6.027083333333333,90.86458333333331,6.635416666666667,1.0
7.0,11.7,8.5875,90.51041666666669,8.625,1.0
10.9,13.4,12.481249999999998,89.95833333333333,22.5,1.0
9.2,15.5,12.4625,83.72916666666667,12.8125,1.0
6.3,15.7,10.834375,86.72916666666667,6.125,0.0
8.4,15.2,13.207291666666668,82.5,21.64583333333333,0.0
11.0,15.5,13.94421052631579,82.57894736842105,14.25263157894737,0.0
10.0,16.7,12.857291666666669,87.26041666666667,9.177083333333334,0.0
13.0,15.4,13.95625,79.5,22.59375,0.0
9.2,14.9,11.903157894736845,80.86315789473684,10.473684210526317,1.0
7.6,14.4,10.403125,85.5,5.3125,1.0
7.0,12.2,10.403125,83.125,19.4375,1.0
8.8,11.1,9.735416666666667,88.08333333333333,9.645833333333334,1.0
9.1,18.6,14.541666666666666,78.75,3.4791666666666665,0.0
6.7,15.0,12.046875,89.98958333333333,0.1979166666666666,0.0
5.2,13.7,9.551041666666668,86.84375,6.052083333333333,1.0
3.4,12.1,8.320833333333333,89.45833333333333,1.1770833333333333,1.0
4.6,9.9,8.029166666666667,90.34375,0.15625,0.0
4.4,11.5,6.921875,87.875,2.9479166666666665,0.0
4.5,11.7,7.40625,84.375,5.59375,0.0
1.8,8.7,6.323958333333334,87.66666666666667,1.0416666666666667,1.0
